"assists_name","assists_assists","assists_assist_points","assists_two_pt_assists","assists_three_pt_assists","assists_at_rim_assists","assists_short_mid_range_assists","assists_long_mid_range_assists","assists_corner3assists","assists_arc3assists","fouls_fouls","fouls_shooting_fouls","fouls_loose_ball_fouls","fouls_loose_ball_fouls_drawn","fouls_offensive_fouls","fouls_charge_fouls","fouls_offensive_fouls_drawn","fouls_charge_fouls_drawn","fouls_clear_path_fouls","fouls_transition_take_fouls","fouls_transition_take_fouls_drawn","fouls_defensive_3_seconds_violations","fouls_fouls_drawn","free_fta","free_technical_free_throw_trips","free_two_pt_shooting_fouls_drawn","free_x2pt_and_1_free_throw_trips","free_three_pt_shooting_fouls_drawn","free_x3pt_and_1_free_throw_trips","free_non_shooting_fouls_drawn","free_shooting_fouls_drawn_pct","free_two_pt_shooting_fouls_drawn_pct","free_three_pt_shooting_fouls_drawn_pct","misc_plus_minus","misc_on_off_rtg","misc_on_def_rtg","misc_first_chance_points","misc_three_pt_off_rebounded_pct","misc_at_rim_off_rebounded_pct","misc_short_mid_range_off_rebounded_pct","misc_long_mid_range_off_rebounded_pct","misc_blocks","misc_blocked2s","misc_blocked3s","misc_blocked_at_rim","misc_blocked_short_mid_range","misc_blocked_long_mid_range","misc_blocked_corner3","misc_blocked_arc3","misc_recovered_blocks","misc_blocks_recovered_pct","misc_steals","misc_lost_ball_steals","misc_bad_pass_steals","misc_defensive_goaltends","profile_height_in","profile_weight_lbs","rebounds_rebounds","rebounds_def_rebounds","rebounds_ft_def_rebounds","rebounds_def_ft_rebound_pct","rebounds_def_two_pt_rebounds","rebounds_def_two_pt_rebound_pct","rebounds_def_three_pt_rebounds","rebounds_def_three_pt_rebound_pct","rebounds_def_fg_rebound_pct","rebounds_off_rebounds","rebounds_ft_off_rebounds","rebounds_off_ft_rebound_pct","rebounds_off_two_pt_rebounds","rebounds_off_two_pt_rebound_pct","rebounds_off_three_pt_rebounds","rebounds_off_three_pt_rebound_pct","rebounds_off_fg_rebound_pct","rebounds_def_at_rim_rebound_pct","rebounds_def_short_mid_range_rebound_pct","rebounds_def_long_mid_range_rebound_pct","rebounds_def_arc3rebound_pct","rebounds_def_corner3rebound_pct","rebounds_off_at_rim_rebound_pct","rebounds_off_short_mid_range_rebound_pct","rebounds_off_long_mid_range_rebound_pct","rebounds_off_arc3rebound_pct","rebounds_off_corner3rebound_pct","rebounds_self_o_reb","rebounds_self_o_reb_pct","scoring_off_poss","scoring_points","scoring_fg2m","scoring_fg2a","scoring_fg2pct","scoring_fg3m","scoring_fg3a","scoring_fg3pct","scoring_non_heave_fg3pct","scoring_ft_points","scoring_pts_assisted2s","scoring_pts_unassisted2s","scoring_pts_assisted3s","scoring_pts_unassisted3s","scoring_assisted2s_pct","scoring_non_putbacks_assisted2s_pct","scoring_assisted3s_pct","scoring_fg3a_pct","scoring_shot_quality_avg","scoring_efg_pct","scoring_ts_pct","scoring_pts_putbacks","scoring_fg2a_blocked","scoring_fg2a_pct_blocked","scoring_fg3a_blocked","scoring_fg3a_pct_blocked","scoring_usage","second_second_chance_off_poss","second_second_chance_points","second_second_chance_points_pct","second_second_chance_fg2m","second_second_chance_fg2a","second_second_chance_fg2pct","second_second_chance_fg3m","second_second_chance_fg3a","second_second_chance_fg3pct","second_second_chance_ft_points","second_second_chance_efg_pct","second_second_chance_ts_pct","second_second_chance_shot_quality_avg","second_second_chance_at_rim_fgm","second_second_chance_at_rim_fga","second_second_chance_at_rim_frequency","second_second_chance_at_rim_accuracy","second_second_chance_at_rim_pct_assisted","second_second_chance_corner3fgm","second_second_chance_corner3fga","second_second_chance_corner3frequency","second_second_chance_corner3accuracy","second_second_chance_corner3pct_assisted","second_second_chance_arc3fgm","second_second_chance_arc3fga","second_second_chance_arc3frequency","second_second_chance_arc3accuracy","second_second_chance_arc3pct_assisted","second_second_chance_turnovers","shot_shot_quality_avg","shot_at_rim_fg3a_frequency","shot_avg2pt_shot_distance","shot_avg3pt_shot_distance","shot_at_rim_fgm","shot_at_rim_fga","shot_at_rim_frequency","shot_at_rim_accuracy","shot_unblocked_at_rim_accuracy","shot_at_rim_pct_assisted","shot_at_rim_pct_blocked","shot_short_mid_range_fgm","shot_short_mid_range_fga","shot_short_mid_range_frequency","shot_short_mid_range_accuracy","shot_unblocked_short_mid_range_accuracy","shot_short_mid_range_pct_assisted","shot_short_mid_range_pct_blocked","shot_long_mid_range_fgm","shot_long_mid_range_fga","shot_long_mid_range_frequency","shot_long_mid_range_accuracy","shot_unblocked_long_mid_range_accuracy","shot_long_mid_range_pct_assisted","shot_long_mid_range_pct_blocked","shot_corner3fgm","shot_corner3fga","shot_corner3frequency","shot_corner3accuracy","shot_unblocked_corner3accuracy","shot_corner3pct_assisted","shot_corner3pct_blocked","shot_arc3fgm","shot_arc3fga","shot_arc3frequency","shot_arc3accuracy","shot_unblocked_arc3accuracy","shot_arc3pct_assisted","shot_arc3pct_blocked","shot_non_heave_arc3fgm","shot_non_heave_arc3fga","shot_non_heave_arc3accuracy","shot_heave_attempts","shot_heave_makes","turnovers_turnovers","turnovers_live_ball_turnovers","turnovers_dead_ball_turnovers","turnovers_live_ball_turnover_pct","turnovers_lost_ball_turnovers","turnovers_lost_ball_out_of_bounds_turnovers","turnovers_bad_pass_turnovers","turnovers_bad_pass_out_of_bounds_turnovers","turnovers_travels","turnovers_x3second_violations","turnovers_step_out_of_bounds_turnovers","turnovers_offensive_goaltends","turnovers_height_in","turnovers_weight_lbs"
"Jerami Grant",616,1519,329,287,201,83,45,86,201,552,280,23,25,38,41,50,25,1,2,0,0,990,1341,58,555,104,48,16,83,0.14440172993753,0.19992795389049,0.033189033,-918,110.867718446602,116.565423399344,4416,0.222222222222222,0.360406091370558,0.32662192393736,0.205128205128205,218,193,25,124,53,16,5,20,128,0.587155963302752,196,85,111,12,79,210,992,829,53,0.119369369369369,379,0.091967969,397,0.120157384987893,0.104511784511785,163,4,0.0102564102564103,96,0.022135116,63,0.0178672716959728,0.0202212895841282,0.085199005,0.085336538,0.117785630153121,0.11547811993517,0.133971291866029,0.0264044943820225,0.02453271,0.008284024,0.019885277,0.0120746432491767,53,0.0294280955024986,16480,4868,1114,2325,0.479139784946237,510,1356,0.376106194690265,0.376661742983752,1110,1148,1080,1470,60,0.515260323159785,0.536448598130841,0.96078431372549,0.368378158109209,0.516932658331068,0.510459114371095,0.567341652931481,88,219,0.094193548,8,0.005899705,25.2361021678472,1861,452,0.092851274,116,209,0.555023923444976,45,127,0.354330708661417,85,0.546130952380952,0.593667546174143,0.530942727272727,75,110,0.327380952380952,0.681818181818182,0.32,16,42,0.125,0.380952380952381,0.9375,29,85,0.25297619047619,0.341176470588235,0.96551724137931,34,0.516932658331068,0.644661776691117,7.95376344086022,25.31415929,619,1017,0.276283618581907,0.608652900688299,0.690848214285714,0.578352180936995,0.11897738446411,249,704,0.191252377,0.353693181818182,0.406199021207178,0.405622489959839,0.129261363636364,246,604,0.164085846237435,0.407284768211921,0.412060301507538,0.467479674796748,0.0115894039735099,178,450,0.122249388753056,0.395555555555556,0.397321428571429,0.97752808988764,0.004444444,332,906,0.246128769356153,0.36644591611479,0.368888888888889,0.951807228915663,0.006622517,332,904,0.367256637168142,2,0,457,265,192,0.579868708971554,114,29,151,48,25,0,6,1,79,210
"Tim Hardaway Jr.",520,1277,283,237,200,54,29,94,143,438,204,23,25,24,9,68,71,0,0,1,0,601,650,10,210,49,57,14,60,0.072842221,0.139720558882236,0.025761124,179,117.012574777194,116.210758215531,3738,0.2,0.325153374233129,0.264367816091954,0.171641791044776,35,31,4,18,13,0,0,4,20,0.571428571428571,166,57,109,0,77,205,932,853,60,0.135135135135135,350,0.087653393,443,0.121770203408466,0.103918228279387,79,3,0.006864989,42,0.0122341974949024,34,0.008364084,0.0101360362763404,0.064658339,0.086501377,0.128518971848225,0.130275229357798,0.096385542,0.0130718954248366,0.012179487,0.0112219451371571,0.00822098,0.008789063,23,0.012325831,16382,4134,646,1342,0.481371088,772,2094,0.368672397325692,0.371868979,526,818,474,1992,324,0.63312693498452,0.644094488188976,0.860103626943005,0.609429569266589,0.526300483162518,0.525029103608847,0.557702702702703,22,92,0.068554396,14,0.006685769,21.677859737972,1606,396,0.095791001,52,104,0.5,83,233,0.356223175965665,43,0.523738872403561,0.55,0.531747409326425,24,42,0.124629080118694,0.571428571428571,0.458333333333333,19,43,0.127596439169139,0.441860465116279,0.947368421052632,64,190,0.56379821958457,0.336842105263158,0.90625,7,0.526300483162518,0.744761350407451,9.477421759,25.773400191022,300,465,0.135331781140861,0.645161290322581,0.72289156626506,0.61,0.10752688172043,162,423,0.123108265424913,0.382978723404255,0.419689119170984,0.623456790123457,0.087470449,184,454,0.132130384167637,0.405286343612335,0.409799554565702,0.679347826086957,0.0110132158590308,193,505,0.14697322467986,0.382178217821782,0.385229540918164,0.958549222797927,0.007920792,579,1589,0.462456344586729,0.364380113278792,0.366687777074098,0.827288428324698,0.006293266,579,1571,0.368555060471038,18,0,240,144,96,0.6,61,17,83,26,7,0,8,0,77,205
"OG Anunoby",503,1226,283,220,182,73,28,80,140,625,289,41,21,39,34,23,11,0,1,2,8,469,537,7,247,56,4,0,39,0.078566939,0.134898962315674,0.002220577,937,117.276135455719,111.599729380651,3343,0.254926108374384,0.412844036697248,0.350180505415162,0.206106870229008,167,140,27,64,60,16,15,12,99,0.592814371,369,111,258,1,79,240,1157,862,88,0.24929178470255,332,0.087184874,442,0.123948401570387,0.104963384865745,295,8,0.0211640211640212,149,0.035990338,138,0.038153166,0.03699884,0.089060309,0.076074332,0.112121212121212,0.122448979591837,0.127460168697282,0.051966292,0.0266240681576145,0.0298329355608592,0.037979491,0.038617886,58,0.043380703,16271,3768,898,1640,0.547560975609756,515,1348,0.382047477744807,0.382615156017831,427,1048,748,1461,84,0.583518930957684,0.629051620648259,0.945631068,0.451137884872825,0.562594907872697,0.559069611780455,0.584109248913718,130,201,0.122560975609756,12,0.008902077,19.5115376320897,1950,425,0.112791932059448,102,172,0.593023255813954,55,150,0.366666666666667,56,0.572981366459627,0.600852272727273,0.557217021276596,87,132,0.409937888198758,0.659090909090909,0.195402298850575,21,56,0.173913043478261,0.375,1,34,94,0.291925465838509,0.361702127659574,0.941176470588235,28,0.562594907872697,0.782128514056225,5.44012195121951,24.9194362017804,662,989,0.3309906291834,0.669362992922144,0.763552479815456,0.634441087613293,0.123356926188069,152,432,0.144578313253012,0.351851851851852,0.423398328690808,0.440789473684211,0.168981481481481,84,219,0.073293173,0.383561643835616,0.394366197183099,0.44047619047619,0.02739726,256,588,0.196787148594378,0.435374149659864,0.439862542955326,0.984375,0.010204082,259,760,0.254350736278447,0.340789473684211,0.343501326259947,0.907335907335907,0.007894737,259,758,0.341688654,2,0,397,202,195,0.508816120906801,71,31,131,34,39,0,9,0,79,240
"Dillon Brooks",591,1386,387,204,229,139,19,58,146,902,403,42,14,31,23,79,6,1,3,1,5,560,637,24,284,64,13,3,36,0.077387198,0.121263877028181,0.007482993,705,115.882917466411,111.607410516218,3613,0.253731343283582,0.400662251655629,0.341880341880342,0.243589743589744,67,64,3,39,23,2,1,2,32,0.477611940298507,257,94,163,2,78,225,876,666,34,0.082524272,293,0.068860165,339,0.092219804,0.079687303,210,5,0.011037527593819,125,0.027364273,80,0.0234466588511137,0.025689223,0.072839506,0.065852363,0.067819149,0.089624267,0.101935483870968,0.0310262529832936,0.0278526504941599,0.0165165165165165,0.020580669,0.034732272,71,0.037192247,16672,4009,992,2122,0.467483506126296,501,1462,0.342681258549932,0.344329896907216,522,984,1000,1326,177,0.495967741935484,0.520084566596195,0.882235528942116,0.407924107142857,0.512909960828204,0.486467633928571,0.518181818181818,92,142,0.066918002,8,0.005471956,22.1913207745186,2046,396,0.09877775,120,237,0.506329113924051,39,115,0.339130434782609,39,0.507102272727273,0.526881720430108,0.521309019607843,77,128,0.363636363636364,0.6015625,0.363636363636364,7,22,0.0625,0.318181818181818,0.714285714285714,32,93,0.264204545454545,0.344086021505376,0.90625,27,0.512909960828204,0.618303571428571,8.08581526861451,25.5645690834473,451,754,0.210379464285714,0.598143236074271,0.652677279305355,0.529933481152993,0.083554377,381,969,0.270368303571429,0.393188854489164,0.427130044843049,0.443569553805774,0.079463364,160,399,0.111328125,0.401002506265664,0.403022670025189,0.525,0.005012531,113,271,0.075613839,0.416974169741697,0.420074349442379,0.955752212389381,0.007380074,388,1191,0.332310267857143,0.325776658270361,0.327426160337553,0.860824742268041,0.005037783,388,1184,0.327702702702703,7,0,385,216,169,0.561038961,89,30,127,37,35,0,5,1,78,225
"Kyrie Irving",1236,2969,739,497,499,170,70,152,345,550,266,26,19,27,0,26,16,3,1,3,4,755,908,73,346,104,28,8,94,0.079530917,0.115796519410977,0.0158636897767333,967,120.939132547686,115.408517638457,5465,0.188911704,0.35016835016835,0.287394957983193,0.217522658610272,132,127,5,44,80,3,1,4,79,0.598484848484849,285,141,144,3,74,195,1086,889,31,0.069662921,409,0.0957397,449,0.125840807174888,0.109438775510204,197,4,0.0106100795755968,119,0.03229308,74,0.020699301,0.0265840220385675,0.090131579,0.088933805,0.124191461836999,0.126567844925884,0.123799359658485,0.036124795,0.036526946,0.017565872,0.021428571,0.0185792349726776,62,0.0308151093439364,16462,5892,1509,2746,0.54952658412236,683,1683,0.4058229352347,0.407032181168057,825,886,2132,1188,861,0.293571901921802,0.299526707,0.579795021961933,0.37999548430797,0.503919889190412,0.572025287875367,0.608881922675026,60,176,0.064093227,13,0.007724302,28.7785132104371,1625,427,0.072471147,102,167,0.610778443113772,58,124,0.467741935483871,49,0.649484536082474,0.676848874598071,0.526851604278075,52,78,0.268041237113402,0.666666666666667,0.288461538461538,15,34,0.116838487972509,0.441176470588235,0.8,43,90,0.309278350515464,0.477777777777778,0.767441860465116,24,0.503919889190412,0.571912395574622,8.77188638018937,26.0358882947118,550,850,0.191916911266652,0.647058823529412,0.708762886597938,0.383636363636364,0.087058824,648,1248,0.281779182659743,0.519230769230769,0.560553633217993,0.225308641975309,0.073717949,311,648,0.146308421765636,0.479938271604938,0.487460815047022,0.276527331189711,0.0154320987654321,96,220,0.049672612,0.436363636363636,0.438356164383562,0.822916666666667,0.004545455,587,1463,0.330322871980131,0.40123034859877,0.404548587181254,0.540034071550256,0.008202324,587,1458,0.402606310013717,5,0,485,306,179,0.630927835051546,114,35,192,86,17,0,11,0,74,195
"Grayson Allen",635,1539,366,269,220,100,46,104,165,467,236,26,20,15,10,53,9,0,0,1,0,432,484,37,174,35,11,0,49,0.073296355,0.188311688311688,0.006875,706,117.472321374554,113.413747120863,2935,0.214517876489707,0.279220779220779,0.333333333333333,0.321428571428571,91,90,1,53,35,2,1,0,50,0.549450549450549,237,90,147,5,76,198,969,799,17,0.046575342,388,0.092117759,394,0.103930361382221,0.097713357,170,13,0.0346666666666667,58,0.0151594354417146,99,0.0267567567567568,0.0208610151474887,0.092541436,0.084042553,0.108597285067873,0.099083814,0.12085308056872,0.0115030674846626,0.0121387283236994,0.0277777777777778,0.0256045519203414,0.0304054054054054,18,0.0151387720773759,16529,3239,416,785,0.529936305732484,661,1589,0.415984896161108,0.415984896161108,424,510,322,1803,180,0.612980769230769,0.623471882640587,0.909228441754917,0.669334456613311,0.549672660202361,0.592881213142376,0.62320248736883,14,76,0.096815287,21,0.013215859030837,15.3560071147523,1773,304,0.093856128,27,64,0.421875,69,167,0.413173652694611,43,0.564935065,0.604,0.531734057971014,16,33,0.142857142857143,0.484848484848485,0.5,16,31,0.134199134199134,0.516129032258065,0.875,53,136,0.588744588744589,0.389705882352941,0.849056603773585,19,0.549672660202361,0.856360572872789,5.0775796178344,25.7506607929515,290,444,0.187026116259478,0.653153153153153,0.723192019950125,0.610344827586207,0.096846847,119,305,0.128475147430497,0.390163934426229,0.4375,0.605042016806723,0.108196721311475,7,36,0.0151642796967144,0.194444444444444,0.194444444444444,0.857142857142857,0,181,396,0.166807076663858,0.457070707070707,0.464102564102564,0.977900552486188,0.0151515151515152,480,1193,0.502527379949452,0.402347024308466,0.407470288624788,0.883333333333333,0.0125733445096396,480,1193,0.402347024308466,0,0,281,183,98,0.651245551601424,38,9,145,28,23,0,12,0,76,198
"Anthony Davis",726,1745,433,293,298,86,49,66,227,527,323,30,116,47,21,15,9,2,2,3,17,1262,1621,60,675,176,4,0,186,0.151204281891169,0.165441176470588,0.007425743,332,114.902456647399,113.141857237676,4738,0.152482269503546,0.38560411311054,0.223021582733813,0.157276995305164,487,454,33,224,217,13,8,25,311,0.638603696098563,273,74,199,10,82,253,2601,1942,59,0.171014492753623,1079,0.256782484531176,804,0.221548635987875,0.240454603498915,659,12,0.0264900662251656,443,0.105980861244019,204,0.065700483,0.088812629,0.227557411273486,0.265263157894737,0.286705202312139,0.221832221832222,0.220512820512821,0.158415841584158,0.098544233,0.043877551,0.062934028,0.073657928,89,0.055974843,16608,5672,2050,3581,0.572465791678302,103,401,0.256857855,0.2575,1263,2606,1494,297,12,0.635609756,0.730790802,0.961165048543689,0.100703164239076,0.516144658119658,0.553616273229533,0.602440590879897,534,201,0.056129573,1,0.002493766,27.8231255743554,1629,934,0.164668547249647,366,593,0.617200674536256,1,19,0.052631579,199,0.600490196078431,0.638545953360768,0.574427391304348,321,460,0.751633986928105,0.697826086956522,0.130841121495327,0,3,0.004901961,0,0,1,16,0.0261437908496732,0.0625,1,40,0.516144658119658,0.510798593671522,7.114437308,26.0162094763092,1239,1633,0.410095429432446,0.758726270667483,0.806115810019519,0.668280871670702,0.058787508,548,1246,0.312908086388749,0.439807383627608,0.476521739130435,0.576642335766423,0.077046549,263,702,0.176293319939729,0.374643874643875,0.37950937950938,0.604562737642586,0.012820513,21,55,0.0138121546961326,0.381818181818182,0.388888888888889,0.952380952380952,0.018181818,82,346,0.08689101,0.236994219653179,0.236994219653179,0.963414634146341,0,82,345,0.23768115942029,1,0,483,250,233,0.5175983436853,134,49,116,55,28,9,9,6,82,253
"Kelly Oubre Jr.",342,812,214,128,137,51,26,39,89,713,312,30,33,25,14,84,8,0,4,2,3,730,854,9,415,117,21,7,42,0.111566018423746,0.18082788671024,0.0130192188468692,-595,111.820602832587,114.900283183708,3774,0.194339622641509,0.368550368550369,0.338530066815145,0.189873418,149,135,14,81,50,4,6,8,71,0.476510067114094,307,154,153,5,80,203,1338,985,51,0.126550868486352,427,0.108623759857543,507,0.139746416758545,0.123561317634608,353,6,0.0137299771167048,239,0.0556849953401678,108,0.029379761,0.0435491967871486,0.0925,0.102579852579853,0.159317211948791,0.139646278555637,0.140043763676149,0.066320646,0.0567685589519651,0.0275482093663912,0.026049204,0.0394736842105263,88,0.0507204610951009,16522,4290,1055,1997,0.528292439,521,1599,0.325828642901814,0.326236693800877,617,1240,870,1437,126,0.587677725118483,0.652631578947368,0.919385796545106,0.444660734149054,0.54823898163606,0.51070634,0.542278481012658,210,256,0.128192288432649,7,0.004377736,22.8525469168901,1844,516,0.12027972027972,154,308,0.5,43,124,0.346774193548387,79,0.505787037037037,0.538622129436326,0.564226237623762,138,238,0.550925925925926,0.579831932773109,0.166666666666667,21,47,0.108796296296296,0.446808510638298,0.80952380952381,22,77,0.178240740740741,0.285714285714286,0.909090909090909,22,0.54823898163606,0.760011123470523,5.03880821231848,25.3412132582864,723,1134,0.315350389321468,0.637566137566138,0.731041456,0.629322268326418,0.127865961199295,281,732,0.203559511,0.383879781,0.451768488745981,0.494661921708185,0.150273224043716,51,131,0.036429366,0.389312977099237,0.392307692307692,0.509803921568627,0.007633588,180,523,0.145439377085651,0.344168260038241,0.346820809248555,0.972222222222222,0.007648184,341,1076,0.299221357063404,0.316914498141264,0.31780055917987,0.891495601173021,0.002788104,341,1074,0.317504655493482,2,0,317,179,138,0.564668769716088,91,35,88,28,12,0,19,0,80,203
"Jordan Clarkson",959,2347,530,429,370,133,27,166,263,479,181,24,12,41,8,21,1,1,4,0,2,645,810,38,262,76,73,13,71,0.074781046,0.11144193960017,0.033777355,430,117.258696717295,114.772796958361,4455,0.271889401,0.344262295081967,0.370639534883721,0.402173913043478,46,45,1,25,19,1,0,1,28,0.608695652173913,206,78,128,1,75,194,1031,786,19,0.047738693,417,0.096460791,350,0.101537568900493,0.098712999,245,1,0.002610966,145,0.041053228,99,0.0244143033292232,0.032160274,0.083333333,0.096218286,0.119277108433735,0.1001100110011,0.106944444444444,0.036734693877551,0.048469388,0.014409222,0.0231874591770085,0.0281973816717019,87,0.040711277,16328,4925,1120,2165,0.517321016166282,666,2044,0.325831702544031,0.328564380858411,687,542,1698,1356,642,0.241964285714286,0.255660377358491,0.678678678678679,0.485626039439297,0.492990119331742,0.503444998812069,0.540764471939903,120,178,0.08221709,20,0.009784736,27.3665632687988,2032,470,0.095431472,120,235,0.51063829787234,58,166,0.349397590361446,56,0.516209476,0.548235294,0.513205447470817,60,106,0.264339152119701,0.566037735849057,0.033333333,11,44,0.109725685785536,0.25,0.909090909090909,47,122,0.304239401496259,0.385245901639344,0.680851063829787,41,0.492990119331742,0.63459254,7.11468822170901,25.873385518591,382,627,0.148966500356379,0.609250398724083,0.677304964539007,0.256544502617801,0.100478468899522,676,1378,0.327393680209076,0.490566037735849,0.532702915681639,0.227810650887574,0.079100145,62,160,0.03801378,0.3875,0.402597402597403,0.306451612903226,0.0375,115,336,0.079828938,0.342261904761905,0.345345345345345,0.947826086956522,0.008928571,551,1708,0.405797101449275,0.322599531615925,0.325842696629214,0.622504537205082,0.009953162,551,1691,0.325842696629214,17,0,602,360,242,0.598006644518272,160,44,200,69,54,0,14,0,75,194
"Caris LeVert",1204,2888,724,480,530,154,40,131,349,553,273,18,15,19,5,55,11,0,1,0,1,667,800,6,363,70,14,6,51,0.102201685240554,0.149137222678718,0.0104417670682731,426,115.811304401659,113.384605842585,3699,0.226857887874837,0.395604395604396,0.287179487179487,0.184,119,114,5,53,59,2,3,2,67,0.563025210084034,282,94,188,1,78,205,1045,868,37,0.095360825,416,0.09806695,415,0.128443206437635,0.111200321156162,177,3,0.007228916,98,0.0255009107468124,76,0.022118743,0.023904382,0.085475194,0.093974572,0.135526315789474,0.120528109028961,0.149490373725934,0.02781457,0.0240412135088724,0.0238907849829352,0.023910528,0.016607355,55,0.032973621,16153,4008,1049,2141,0.489957963568426,434,1238,0.350565428109855,0.351701782820097,608,784,1314,891,411,0.373689227836034,0.3828125,0.684331797,0.366380585972181,0.523362908011869,0.503107428233205,0.536451353524524,50,163,0.076132648,15,0.0121163166397415,23.2296968355831,1705,309,0.077095808,83,169,0.49112426035503,35,115,0.304347826086957,38,0.477112676,0.496774193548387,0.526762424242424,52,95,0.334507042253521,0.547368421052632,0.307692307692308,8,20,0.070422535,0.4,0.875,27,95,0.334507042253521,0.284210526315789,0.851851851851852,27,0.523362908011869,0.642201834862385,6.658524054,25.556704361874,565,932,0.275821248890204,0.606223175965665,0.675029868578256,0.453097345132743,0.101931330472103,412,1007,0.298017164841669,0.409136047666336,0.437367303609342,0.286407766990291,0.064548163,72,202,0.059781,0.356435643564356,0.361809045226131,0.25,0.014851485,90,245,0.072506659,0.36734693877551,0.371900826,0.877777777777778,0.0122448979591837,344,993,0.293873927197396,0.346424974823766,0.350662589194699,0.633720930232558,0.0120845921450151,344,989,0.347826086956522,4,0,468,303,165,0.647435897435897,108,28,195,60,28,0,17,1,78,205
"Lauri Markkanen",401,1000,203,198,128,53,22,72,126,473,260,35,40,53,15,34,1,2,0,3,1,857,1020,35,387,93,28,5,123,0.108838185156045,0.18942731277533,0.015819209039548,205,116.782479215784,115.553624627607,4240,0.247373447946514,0.471186440677966,0.334254143646409,0.268817204301075,111,108,3,51,57,0,1,2,62,0.558558558558559,175,39,136,6,85,240,1745,1371,106,0.254196642685851,660,0.159844998789053,605,0.175108538350217,0.166798523206751,374,2,0.005847953,222,0.059342422,150,0.041073384,0.050317868,0.144,0.164132144729942,0.181440443213296,0.171374764595104,0.1875,0.087455197,0.045945946,0.030241935,0.041977944,0.038049941,96,0.059775841,16118,4899,991,1749,0.566609491,675,1747,0.386376645678306,0.387263339,892,1364,618,1971,54,0.688193743693239,0.783008037,0.973333333333333,0.499713958810069,0.532670252076769,0.573083524,0.618394308943089,240,174,0.09948542,20,0.0114481969089868,23.17783463,1931,659,0.134517248418044,187,313,0.597444089,60,161,0.372670807453416,105,0.584388185654008,0.623106060606061,0.562480634920635,155,245,0.516877637130802,0.63265306122449,0.251612903225806,13,32,0.067510549,0.40625,0.923076923076923,47,129,0.272151898734177,0.364341085271318,0.957446808510638,26,0.532670252076769,0.760011441647597,5.44008004574042,25.7852318259874,613,910,0.260297482837529,0.673626373626374,0.75030599755202,0.704730831973899,0.102197802197802,317,681,0.194794050343249,0.465491923641703,0.52310231,0.67192429022082,0.110132158590308,61,158,0.045194508,0.386075949367089,0.401315789473684,0.60655737704918,0.037974684,162,351,0.100400457665904,0.461538461538462,0.468208092485549,0.993827160493827,0.0142450142450142,513,1396,0.399313501144165,0.367478510028653,0.371469949312093,0.966861598440546,0.0107449856733524,513,1392,0.368534482758621,4,0,336,202,134,0.601190476190476,107,14,95,26,14,4,2,3,85,240
"Karl-Anthony Towns",886,2116,542,344,404,97,41,124,220,838,385,71,66,168,46,36,5,0,0,0,5,1202,1324,38,611,177,11,3,107,0.145804031879981,0.205240174672489,0.008533747,786,118.053326749784,113.742635658915,4770,0.174202127659574,0.394618834080717,0.276553106212425,0.098039216,217,211,6,118,90,3,3,3,123,0.566820276497696,190,76,114,17,85,248,2285,1755,108,0.312138728323699,876,0.218781218781219,771,0.218475488807027,0.218637992831541,530,9,0.0230179028132992,314,0.084681769,207,0.056899395,0.070922951,0.195105370496261,0.228538283,0.241038318912237,0.211072664359862,0.239224137931034,0.099472991,0.081504702,0.055462185,0.049530007,0.080275229,72,0.0450845335003131,16202,5537,1430,2543,0.562327959103421,517,1281,0.403590944574551,0.40390625,1126,1652,1208,1455,96,0.577622377622378,0.656076250992851,0.938104448742747,0.334989539748954,0.529090486783565,0.576752092050209,0.629430596844272,342,248,0.097522611,9,0.007025761,27.7491503124657,1764,767,0.13852266570345,236,407,0.57985257985258,35,93,0.376344086021505,190,0.577,0.64010067114094,0.545852941176471,191,304,0.608,0.628289473684211,0.09947644,1,14,0.028,0.071428571,1,34,79,0.158,0.430379746835443,0.882352941176471,50,0.529090486783565,0.679393305439331,5.62776248525364,25.7400468384075,870,1317,0.344403765690377,0.660592255125285,0.740425531914894,0.601149425287356,0.107820804859529,462,969,0.253399581589958,0.476780185758514,0.533487297921478,0.521645021645022,0.106295149638803,98,257,0.067207113,0.381322957198444,0.385826771653543,0.63265306122449,0.0116731517509728,36,113,0.029550209,0.31858407079646,0.31858407079646,0.944444444444444,0,481,1168,0.305439330543933,0.411815068493151,0.415012942191544,0.937629937629938,0.007705479,481,1167,0.41216795201371,1,0,693,294,399,0.424242424242424,101,22,193,93,48,7,9,2,85,248
